qsrank	statename	overall	Fitness	Routine	Nutrition	Sleep	Weight	Diabetes	arts	engineering	life	natural	social	id
2707	Haskell	63.58076247	0.482969785	58.96612314	61.16394519	41.12349637	85.97486387	20.48000718	14.78386983	79.11081484	22.57948743	40.4722688	5.862289013	48283
2708	Hays	80.02828184	87.34477923	74.71012759	72.56579565	94.1478516	23.44948085	71.02299373	87.53135973	29.90457431	35.31504678	13.82566947	18.20504697	48285
2709	Hemphill	94.78435081	79.38507711	37.039494	8.530357291	94.0858906	85.59126103	68.48116928	86.18852062	22.57546662	96.52794711	76.05194546	91.61920766	48287
2710	Henderson	85.65518194	39.67339918	9.215563575	70.23234941	22.40863544	91.68903324	51.65859666	68.73012339	18.6724222	89.56544021	15.76095001	60.89945605	48289
2711	Hidalgo	4.045025429	37.2829455	88.8227719	41.64492086	25.65642682	36.5470642	87.31018507	76.84234183	9.585723557	78.81180075	64.31295642	50.20286195	48291
2712	Hill	74.96858673	8.282046981	75.7404661	30.10983383	27.31300738	17.22992807	18.12755558	87.63055098	49.41771038	5.069404986	75.98651235	51.95216626	48293
2713	Hockley	62.07664038	41.70933164	10.32960791	58.04285812	79.81417669	25.87889063	61.88257295	27.59391921	85.78431053	16.60155619	87.42344751	91.3395691	48295
2714	Hood	92.42624405	66.4194555	15.15001967	44.68098522	33.54379422	33.935267	52.81182742	22.71300989	56.77448099	86.01656105	49.16083793	44.90166342	48297
2715	Hopkins	23.13233313	91.86361852	53.72060695	71.41662861	93.28137575	3.081492022	13.65154838	98.9787102	95.92255569	70.47378412	38.99115499	20.49476589	48299
2716	Houston	76.04919573	93.11785836	34.33213984	1.193265994	69.98910408	94.93771076	29.35826892	33.04005115	58.3582102	65.12527723	22.78726769	92.7420443	48301
2717	Howard	12.13973648	53.60514628	18.25690229	10.48602725	68.76620982	19.03574061	77.76905659	29.26339308	9.338980024	25.96765812	58.40952368	58.84910841	48303
2718	Hudspeth	36.8641172	62.39154353	62.7814294	18.75027034	63.69585157	21.11376938	58.04293874	6.434912171	68.45573679	81.97620646	91.14664147	1.93681732	48305
2719	Hunt	53.52826129	26.58445722	86.34518037	55.98274041	46.04125873	17.70982799	0.932279415	82.71937999	32.75017105	98.87831515	55.33597605	71.32548828	48307
2720	Hutchinson	99.58992841	54.83267371	89.67899726	58.41787259	21.93242113	21.0333628	6.620971519	25.50804862	67.73945233	3.014251457	33.37334313	63.10012215	48309
2721	Irion	98.4729923	38.47077486	70.68938108	86.29591319	2.478588208	2.308701848	40.60001191	2.032118539	80.52050787	92.29653867	27.85471795	89.42930519	48311
2722	Jack	68.80558063	84.31762976	20.37315953	99.60697112	6.35419066	30.54834737	23.984402	33.54382456	27.31693965	45.94486355	69.20762983	26.4233889	48313
2723	Jackson	22.99393659	56.01755217	12.54321537	56.7654435	38.43478505	96.50136982	80.3017088	37.97800356	33.06688239	6.622785997	2.69594189	80.03695239	48315
2724	Jasper	49.25059312	56.88280593	44.16849012	75.96193012	58.72039894	76.25479146	34.0307749	96.63022169	23.83661087	28.03319462	91.13568592	42.08263716	48317
2725	Jeff Davis	51.73588547	30.26177635	15.7954424	72.94951075	94.11306816	31.89411287	52.91273203	82.08577106	70.31796836	24.7739662	68.12450583	49.07165052	48319
2726	Jefferson	90.76195474	75.07821968	64.54734335	81.64058398	12.20409617	84.11655633	45.14864029	81.31198104	89.19989452	8.315845889	86.1425893	12.86925107	48321
2727	Jim Hogg	57.11228958	40.50656202	93.07836616	32.62416096	44.04222879	33.67871641	3.915902919	42.12807795	88.99253335	25.64880875	23.91261675	6.424366868	48323
2728	Jim Wells	91.64745532	27.49159277	87.34622546	78.63346201	96.17871187	83.91762675	27.39848263	28.1279064	78.71299301	74.21166396	18.89207312	21.44384079	48325
2729	Johnson	97.90733115	35.50144193	24.15757239	23.25765928	73.14776976	30.37523285	69.84887894	84.84097287	97.08047312	69.92792179	98.6197637	11.85327282	48327
2730	Jones	82.92500377	95.64977053	54.33723652	90.67399562	30.2021741	51.05956698	35.0175188	74.30836941	91.54189968	89.69846775	25.41733724	52.92290589	48329
2731	Karnes	31.76191481	19.57963034	40.38202369	43.37523102	47.07942153	48.32209619	70.50224856	49.79940911	25.26776076	89.71091876	27.3994289	20.46894314	48331
2732	Kaufman	72.11960573	10.25884704	63.08442275	81.249702	14.57353259	49.51200289	55.69714254	68.10992956	13.49398709	62.05505617	97.29742525	80.73166228	48333
2733	Kendall	63.01203969	75.14950564	48.31354017	18.69748428	12.62633998	98.14575532	32.17132691	20.82639742	7.319898873	90.11047407	14.25169965	71.25369076	48335
2734	Kenedy	46.5127543	89.61973092	43.33076455	88.32071761	23.36204971	22.0446547	98.99709613	89.52397072	34.30645885	45.22806494	2.911960884	83.51646178	48337
2735	Kent	22.96718189	25.85116731	93.40997852	68.43764497	85.18800434	12.69628571	64.45490708	50.49957624	7.932987992	28.28794793	60.44375892	78.29632604	48339
2736	Kerr	36.46717465	59.87260295	29.83181092	45.83714762	76.99131814	94.33217849	14.63871063	37.40263415	10.21253791	92.03346354	1.024391163	87.73142105	48341
2737	Kimble	60.31794928	96.50458735	61.44202201	92.08011349	82.24774872	92.62032404	13.70616439	91.19364855	12.34565786	33.70565055	94.58911676	64.86369766	48343
2738	King	59.89873297	36.30414781	28.84346406	33.70407595	47.49435701	84.58777383	4.800702634	59.67694109	0.094222942	47.98789857	21.51087578	97.20989937	48345
2739	Kinney	77.21766707	72.67663436	28.5575893	12.66453978	98.67183307	49.2853251	92.4219898	80.98498438	35.3596678	52.15851969	34.05281717	15.01375864	48347
2740	Kleberg	25.96554546	2.903236067	38.11641797	22.34970067	20.83344095	99.36191507	0.901860324	86.94095613	51.32156033	39.98025938	6.539571807	67.13505869	48349
2741	Knox	35.38561252	36.71324587	58.46928962	55.21737881	57.67202964	14.57411325	76.3416051	18.21388262	59.91820373	85.38687668	34.89122472	7.453913662	48351
2742	La Salle	45.16708461	69.84679919	58.73714127	76.82525463	35.2400924	95.91740001	0.094001495	73.92595375	33.77271734	24.10225952	76.10600578	22.51853429	48353
2743	Lamar	65.88306311	4.300080688	62.31278925	81.36146796	23.17809626	40.16547346	24.71934216	76.89734961	84.33542616	62.877401	73.06524705	43.41384379	48355
2744	Lamb	75.79297351	16.8629563	50.6185001	44.73950301	69.85153393	17.70759456	74.0106065	24.94201264	81.24964353	57.55254982	42.70455251	61.22817544	48357
2745	Lampasas	64.05688705	61.38251523	28.29058998	15.36854909	9.374987368	51.85275729	16.5911142	66.62936665	3.588256998	93.88806051	66.67225777	98.16614301	48359
2746	Lavaca	78.29281797	76.26646588	90.28358615	68.27501562	17.63129703	11.35325188	27.43893426	46.00076117	47.24752363	14.77459295	59.84203781	83.39271446	48361
2747	Lee	35.76077636	60.89590102	66.82994273	22.96527657	43.07063564	36.40820873	62.07739507	80.47763811	83.83933072	57.58790211	46.29128558	82.75907855	48363
2748	Leon	75.73840254	76.12234535	9.222212538	64.72472652	6.467902751	37.61622756	97.97392433	85.10177848	27.59916608	36.18228177	94.33140598	46.0001386	48365
2749	Liberty	82.11274373	99.90871526	76.01254869	68.19835222	83.56901001	33.72380781	28.42603647	8.805532721	58.53983496	83.02021886	82.39561508	13.99044321	48367
2750	Limestone	79.16107876	69.8431137	61.29738992	98.62134142	16.23206707	37.42290953	16.87906919	63.25507832	1.323566769	34.07231343	35.93366731	5.230660548	48369
2751	Lipscomb	68.71547788	70.89435323	75.28785585	82.34950294	37.99479442	86.08364742	88.78212799	86.38231969	28.77106124	56.44918535	7.059822995	41.89010139	48371
2752	Live Oak	97.79377356	78.82220299	68.77131809	85.09518483	9.61871865	24.61282756	46.62337778	11.36433781	38.3543791	43.60445136	96.34425137	30.11922619	48373
2753	Llano	34.14628337	23.55059954	65.99496701	39.06634886	59.70638581	99.79775586	80.32765068	49.65453916	81.51405532	8.725508012	18.06361476	34.52031409	48375
2754	Loving	16.8229512	2.729663897	47.15595866	60.53776999	5.044376986	21.14292035	6.91844452	24.01938656	1.166696399	13.9038018	44.0219821	66.03540772	48377
2755	Lubbock	59.12893668	66.01612403	19.77202075	83.85401707	33.35036395	45.01820478	62.91831319	27.9618096	31.91512795	18.72937045	46.10815709	39.15651991	48379
2756	Lynn	21.72456179	31.74332658	74.44394881	58.42044146	0.577694621	97.68823825	77.34857362	7.607894345	2.927663605	16.95505815	66.39308034	17.52312104	48381
2757	Madison	79.27657526	35.61563164	22.48115189	72.14538033	23.6234827	93.5975445	50.89192446	10.02762842	49.78116351	85.91011755	94.60874078	80.80780655	48383
2758	Marion	55.03201735	51.80016127	70.11829104	82.76538159	72.23544921	28.36533827	99.41226207	53.01901502	2.850270277	54.10120001	19.79746864	18.51287174	48385
2759	Martin	18.583409	82.51321649	80.87113649	40.83890267	48.52771117	95.45752338	11.34708811	30.28108059	44.64984002	2.87289813	49.85304139	68.27369653	48387
2760	Mason	17.29293496	25.19248606	28.99089629	12.62300823	58.36602221	72.95430701	12.4259509	48.0241092	29.43665958	29.16603127	32.8343627	54.29246309	48389
2761	Matagorda	23.30490771	74.01698062	56.480666	33.21136404	43.1356883	86.7957114	31.86398243	73.25104537	13.85484308	4.331254506	86.29183682	31.31599216	48391
2762	Maverick	80.59223312	86.77765081	2.864229272	51.02832436	54.64004808	73.73253924	97.62759233	32.72127718	55.59649369	22.75947294	90.81408289	22.45592853	48393
2763	Mcculloch	54.71969314	41.83454365	57.39862926	17.22512926	37.96546333	26.37625695	1.471414219	51.90500117	23.08176906	22.91591256	63.53651959	45.62004014	48395
2764	Mclennan	76.55538688	30.89759928	61.97975255	78.60461732	63.97250664	22.64444268	44.1716317	9.191979461	17.002444	9.874033827	16.70397226	99.64008512	48397
2765	Mcmullen	0.479228457	88.14536019	22.77131699	93.34505623	75.38680989	70.67255104	95.11732982	8.815671569	77.56860007	68.4750604	8.44827195	51.48611421	48399
2766	Medina	2.513046691	92.55099175	29.11599343	93.9054676	26.97247569	82.11729654	12.36360643	46.55511341	34.22226362	6.707910876	71.98210321	28.84912442	48401
2767	Menard	68.59106606	74.18247924	10.4477119	48.75090573	49.16556892	67.05889808	78.00860015	74.76181632	12.61796081	50.92184514	48.3457421	49.41991871	48403
2768	Midland	34.46869964	89.88594095	65.13235636	79.32097135	33.08826601	34.35767183	10.17129673	51.212721	51.2578048	11.1017498	33.24574956	35.68640488	48405
2769	Milam	17.3100797	43.89771255	14.87058681	39.22776322	39.91377717	86.72243915	77.78506785	97.92971788	14.21072965	63.24658035	11.26141682	2.87275232	48407
2770	Mills	9.884844946	87.52105944	66.03185155	5.748639372	39.65413715	5.845959148	0.074402882	18.3158527	75.75362038	13.95115552	50.51291741	24.42263627	48409
2771	Mitchell	37.2972232	65.0292041	55.10063107	28.1348564	50.63727222	59.58458521	79.7303041	59.3236946	36.26784013	18.37223479	40.37306783	53.90440501	48411
2772	Montague	3.962676031	24.89307727	68.78120971	84.90172587	82.34917364	72.36997803	24.85513126	89.52521141	20.42226459	7.272747734	50.93739666	26.85525034	48413
2773	Montgomery	36.17906482	54.09863917	62.38960224	88.2738849	19.66091376	48.71960232	48.85526995	53.69038786	81.80236421	98.93286682	20.9239712	11.28661436	48415
2774	Moore	94.01846036	18.07741955	42.562149	66.84589216	95.05526718	11.47098443	24.55776468	1.000821578	7.904729843	32.67803704	52.90176845	13.12304458	48417
2775	Morris	27.77376668	24.18919833	53.62899176	71.88835782	33.987907	49.42381031	56.77144283	47.03795196	5.071997384	27.56376888	94.77465506	20.78321125	48419
2776	Motley	73.76507469	77.1051932	58.13688906	34.30755289	65.382003	10.06600599	32.16849239	40.21967082	70.67056426	62.6929007	35.25034792	30.37247878	48421
2777	Nacogdoches	97.22226831	44.55122732	65.8486947	91.47876007	23.23891732	49.03113419	23.8706526	1.720728286	44.0556318	0.716349201	29.16731999	60.25738024	48423
2778	Navarro	11.96880493	90.85891247	51.4559744	93.31652819	7.127579828	78.32640288	71.41591375	85.55952524	1.516067413	44.81541217	48.21900194	20.26951559	48425
2779	Newton	13.70537663	39.55632625	10.35943818	34.27891073	20.97419784	18.23652361	72.60649667	17.62608205	12.4650477	78.79964243	63.84168493	40.77093287	48427
2780	Nolan	97.40098325	41.68728502	92.54697254	57.07515358	89.42252845	79.44767628	38.70196291	14.71041753	29.2829662	30.65710202	95.07158178	27.39098683	48429
2781	Nueces	79.35054364	44.35897538	99.02272913	73.31366778	89.50995763	27.48855542	77.37431861	71.97876486	74.25246363	1.94676079	77.66737111	87.55349467	48431
2782	Ochiltree	10.17323726	99.03512846	88.9358795	90.10162617	34.33028069	99.96049545	59.04179738	81.46714919	69.30457546	1.594458167	46.61458745	96.8568956	48433
2783	Oldham	61.26256757	82.71110988	13.73275534	8.391444487	52.98644807	21.38875536	13.39947618	75.28548447	92.15550385	44.84408331	55.13152093	93.64374092	48435
2784	Orange	90.44616646	90.34552946	79.90006475	18.21193433	35.22585064	99.73863108	9.928762137	78.2401247	4.709440268	81.39465776	72.37234352	64.19239045	48437
2785	Palo Pinto	87.36803898	60.16688055	40.01140416	73.39789209	37.33499585	66.98544024	80.04902612	3.322018682	20.83806166	10.32497452	58.23243739	63.50643825	48439
2786	Panola	10.91649209	8.103424177	44.93125995	79.92099838	40.06285081	43.78144022	22.89282386	46.68417581	46.62073229	53.04935684	19.49643465	32.09494429	48441
2787	Parker	81.77473641	14.5527043	82.63062711	4.844296021	88.88795533	92.47345203	50.77728429	7.931994951	54.57330714	75.73359271	66.15612244	7.756653686	48443
2788	Parmer	36.02682061	40.06083138	44.71667467	56.00966082	0.423295071	96.41147928	75.59149687	26.79760233	74.95580275	78.61039389	25.15686997	38.81674821	48445
2789	Pecos	78.05324313	43.21235534	21.69348216	30.33777781	75.52551423	16.78927583	8.166997064	9.318695175	5.027362844	48.39443456	22.85627394	21.56701687	48447
2790	Polk	50.63394701	11.18523918	15.25847483	30.70499575	45.02491776	91.61117493	19.60886974	91.9272768	8.532915717	69.2112937	57.0093397	60.16767935	48449
2791	Potter	7.70328523	60.38195136	9.042586536	84.87606846	56.79772862	32.61672215	74.8582762	84.99688222	86.34474294	16.12667676	64.40697614	59.1000588	48451
2792	Presidio	39.95189011	17.01725252	21.07803491	15.21890381	43.34798535	54.78681671	51.4978379	2.293226493	44.87688898	51.68858241	60.10970777	79.25593534	48453
2793	Rains	40.51620992	86.18020717	75.83954295	29.93622354	8.50804669	13.32406931	75.98214524	3.969127098	98.26891747	30.38110407	20.41308022	93.27538165	48455
2794	Randall	78.0523575	28.19593051	22.53016684	64.18055193	34.25203166	71.74988654	64.59202378	44.05350787	10.70600968	54.38787917	81.86055824	78.02650324	48457
2795	Reagan	51.86068962	5.205977301	25.00467912	40.22200966	41.73746498	89.73853066	86.90943505	46.54471205	39.8785459	82.96640243	91.94792218	9.022496742	48459
2796	Real	95.79078117	95.58459541	26.94659263	18.8507152	32.5176277	77.67738393	11.12324753	19.75054595	99.37612075	3.172795805	34.05934293	56.26301611	48461
2797	Red River	6.960779518	19.58341923	68.36433666	48.75296966	1.015956271	0.031063663	71.64050669	66.51879126	22.78564856	21.96289429	76.30624205	96.67553745	48463
2798	Reeves	10.76462395	6.917301403	64.57391411	23.86576144	55.33735766	62.2808562	88.65932408	55.66371057	23.37814989	62.54338001	19.69335304	96.78890686	48465
2799	Refugio	77.35586674	77.11579907	83.51763636	80.49837745	58.39176315	18.03422514	86.24502574	40.47122283	21.99019263	60.58611414	38.7684577	27.77630873	48467
2800	Roberts	66.786731	23.92245757	59.58176829	9.933443254	72.13120827	26.94469236	95.02601332	28.72268495	60.51851035	34.11696877	19.16548771	68.88094255	48469
2801	Robertson	3.57983429	64.16903464	42.65173537	71.84489149	86.71159224	31.27627288	11.39840374	57.14989257	0.333329117	92.96171306	36.65969926	62.04608573	48471
2802	Rockwall	11.92751985	99.98422525	9.350507071	38.59160041	57.72352248	8.55697376	88.41610104	11.67601172	54.50568697	72.58743963	77.88697846	40.82432928	48473
2803	Runnels	10.59494998	86.18396177	81.85160713	87.70402877	62.18130179	91.65427098	36.20612398	81.49277165	61.64282606	38.11242785	20.58128358	72.80458627	48475
2804	Rusk	38.96577456	43.11370662	60.23004289	72.35109958	51.19542539	75.6485275	54.13506956	30.90514913	40.84178728	99.89040239	42.88970198	76.91991972	48477
2805	Sabine	38.6808421	54.09575353	56.5989373	14.22419139	63.58005766	69.67090386	12.1637956	4.579983898	84.07651266	64.69655668	48.96309171	84.42399269	48479
2806	San Augustine	18.71777671	65.85293615	12.85465184	51.27549916	92.81572467	75.64176215	24.61720056	73.66762527	36.95790211	65.35069669	82.8508929	2.941610528	48481
2807	San Jacinto	82.2070713	48.40570984	23.44957798	70.27571102	40.72279285	64.24421813	39.68359886	90.89841997	14.00828182	80.57984771	93.74644215	92.79225856	48483
2808	San Patricio	42.60722102	84.66752932	73.56467764	93.11623405	18.97592903	20.96714224	20.77103051	52.8890695	0.561515565	92.64283433	46.39662481	66.67386813	48485
2809	San Saba	59.72148666	97.3644863	1.682604409	89.14882811	6.704460601	27.88079343	55.82703122	35.43476583	49.14392418	30.79364239	3.277974832	2.498212662	48487
2810	Schleicher	23.05882683	9.85306018	80.62836314	39.90597634	40.30206617	78.15974342	41.73815152	65.51350041	96.48771886	73.75739394	29.9376866	16.06321631	48489
2811	Scurry	96.40777082	0.181538681	84.23063562	93.04512342	52.4920725	81.4162578	89.75648011	57.32721869	80.80950596	60.97880296	7.152601062	39.84592545	48491
2812	Shackelford	73.82421796	63.18073133	24.43264271	60.34827665	23.02775991	46.95203853	36.14357416	0.047565079	14.01680705	84.97503642	94.4970391	20.10679364	48493
2813	Shelby	90.68150325	81.32734976	40.50117619	56.05977104	41.18276573	92.52816122	11.46062467	67.84195756	18.47171159	39.66742873	77.41627705	30.00705159	48495
2814	Sherman	62.05598627	70.71786302	11.07668074	31.69824491	55.675312	76.55195942	72.79641766	59.88875448	1.793849919	12.82232362	47.74684801	4.533721381	48497
2815	Smith	46.29247925	98.63546712	91.66340421	21.51651241	4.965924229	72.36227466	16.72804044	80.47751572	19.84633637	52.80874757	25.15448997	99.94487928	48499
2816	Somervell	19.17654947	82.21464741	56.26055825	88.11487272	84.64166872	43.63658776	67.40832546	92.45252673	49.41569547	66.1052187	59.49577435	83.25006054	48501
2817	Starr	80.85412237	28.91200928	36.47080401	28.36719958	91.38067713	46.77553278	98.75849854	90.23621574	58.94076674	35.878452	84.39545891	37.92484717	48503
